회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,전화번호,팩스번호,업종명,설립일,결산월,popup_id
(주)네패스  정보 더보기  rss,NEPES Corporation,네패스,033640,"이병구, 이창우(각자 대표이사)  정보 더보기",코스닥시장,154511-0002355,303-81-05198,충청북도 음성군 삼성면 금일로965번길 105,www.nepes.co.kr,,02-3470-2700,02-3470-2708,반도체 제조업,1990-12-27,12월,00227333
엠텍비젼 주식회사,"Mtekvision Co., Ltd.",엠텍비젼,,이성민  정보 더보기,기타법인,131111-0389865,144-81-30536,"경기도 성남시 수정구 창업로 42 3층 333호 (시흥동, 판교제2테크노밸리 경기기업성장센터)",www.mtekvision.com,,031-627-0100,031-627-0199,전자집적회로 제조업,2014-10-17,12월,01054123
(주)퀀텀온  정보 더보기  rss,"Quantumon Co., Ltd.",퀀텀온,227100,김준성  정보 더보기,코스닥시장,110111-4865569,106-86-86334,서울 강남구 강남대로 112길 32 -,quantumon.co.kr,,070-4261-0800,070-7812-0990,부동산 관련 서비스업,2012-05-10,12월,01207761
서호전기(주)  정보 더보기  rss,"Seoho Electric Co.,Ltd.",서호전기,065710,"이상호, 김승남(각자대표)  정보 더보기",코스닥시장,110111-0591928,123-81-26054,경기도 안양시 동안구 귀인로 9,www.seoho.com,,031-463-6781,(031)468-3311,배전반 및 전기 자동제어반 제조업,1988-09-23,12월,00220622
(주)본느  정보 더보기  rss,"Bonne Co., Ltd.",본느,226340,임성기  정보 더보기,코스닥시장,110111-5794478,529-86-00091,서울특별시 강남구 선릉로90길 14 프레티늄 빌딩,,,02-3787-2429,,기타 화학제품 제조업,2015-07-28,12월,01098792
피씨엘(주)  정보 더보기  rss,PCL. Inc,피씨엘,241820,김소연  정보 더보기,코스닥시장,135211-0022823,138-81-45543,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호",www.pclchip.com,,070-4673-3433,070-4673-3443,의료용품 및 기타 의약 관련제품 제조업,2008-02-12,12월,01051092
흥구석유(주)  rss,HeunguOil,흥구석유,024060,김상우  정보 더보기,코스닥시장,170111-0002676,501-81-00268,대구광역시 중구 동덕로38길 5 (동인동1가),없음,,053 -424 -3395,053 -425 -3526,액체연료 및 관련제품 도매업,1966-12-16,12월,00167004
(주)유니켐  정보 더보기  rss,"UNICHEM CO.,LTD",유니켐,011330,"정재형, 박지호, 김진환  정보 더보기",유가증권시장,130111-0011807,134-81-03920,경기도 안산시 단원구 해봉로 38,www.uni-chem.net,,031-491-3751,031-491-8481,모피 및 가죽 제조업,1976-04-27,12월,00137207
선샤인푸드(주)  정보 더보기  rss,Sunshine Food Inc.,선샤인푸드,217620,김대은  정보 더보기,코스닥시장,110111-5680643,896-81-00036,인천광역시 남동구 호구포로 194 제15층 제1509호 (고잔동),www.didimglobal.com,,032-819-6870,032-819-6870,음식점업,2015-03-30,12월,01068658
에코캡 주식회사  정보 더보기  rss,"ECOCAB CO., LTD.",에코캡,128540,김창규  정보 더보기,코스닥시장,180111-0602755,605-81-84196,울산광역시 울주군 언양읍 반천반송산업로 137-66,www.ecocab.co.kr,,052-264-1681,052-264-3337,자동차 신품 부품 제조업,2007-08-16,12월,00870481
(주)대창솔루션  정보 더보기  rss,"DAECHANG SOLUTION CO.,LTD.",대창솔루션,096350,"김대성, 이창수 (공동 대표이사)  정보 더보기",코스닥시장,180111-0028042,603-81-14879,부산광역시 강서구 화전산단1로 155 화전동,www.dcm.co.kr,,052-711-7700,052-711-7800,"구조용 금속제품, 탱크 및 증기발생기 제조업",1977-10-26,12월,00177870
(주)핀텔  정보 더보기  rss,"Pintel Co.,Ltd.",핀텔,291810,김동기,코스닥시장,110111-5829944,203-88-00359,경기도 용인시 기흥구 기흥로 58 기흥 ICT밸리 SKV1 B동 B335호,www.pintel.co.kr/html/index/,,0312596678,0312596999,응용 소프트웨어 개발 및 공급업,2015-09-04,12월,01524507
금호타이어(주)  rss,"KUMHO TIRE CO., INC.",금호타이어,073240,정일택  정보 더보기,유가증권시장,110111-2810590,101-81-95610,광주광역시 광산구 어등대로 658,www.kumhotire.co.kr,https://www.kumhotire.com/ko/company/irdata/list.do,02-6303-8114,02-6303-8159,고무제품 제조업,2003-06-30,12월,00481454
삼영전자공업(주)  정보 더보기  rss,"SAMYOUNG ELECTRONICS CO.,LTD",삼영전자공업,005680,"변동준, 김성수(각자 대표이사)  정보 더보기",유가증권시장,131111-0000205,129-81-00372,경기도 성남시 중원구 사기막골로 47 (상대원동),www.samyoung.co.kr,,031-743-6701,031)756-3030,전자축전기 제조업,1968-08-20,12월,00127200
콜마홀딩스(주)  정보 더보기  rss,"KOLMAR HOLDINGS CO.,LTD.",콜마홀딩스,024720,윤상현  정보 더보기,유가증권시장,164711-0001591,307-81-02816,세종특별자치시 전의면 덕고개길 12-11,www.kolmarholdings.co.kr,,041-862-1057,02-515-1531,지주회사,1990-05-15,12월,00203290
(주)KB금융지주  정보 더보기  rss,KB Financial Group Inc.,KB금융,105560,양종희  정보 더보기,유가증권시장,110111-3975517,201-86-08254,"서울특별시 영등포구 국제금융로8길 26 (여의도동, 국민은행 여의도본점)",www.kbfg.com,,02-2073-7114,,지주회사,2008-09-29,12월,00688996
자이에스앤디(주)  정보 더보기  rss,Xi S&D Inc.,자이에스앤디,317400,엄관석  정보 더보기,유가증권시장,110111-1934557,120-86-03362,서울특별시 중구 퇴계로 173,www.xisnd.com/,,02-6910-7100,02-6910-7101,부동산 임대 및 공급업,2000-04-08,12월,00367844
(주)인천유나이티드  정보 더보기,"INCHEON UNITED CO.,LTD",인천유나이티드,,전달수  정보 더보기,기타법인,120111-0324228,121-81-62544,"인천광역시 중구 참외전로 246 3층 (도원동, 인천축구전용경기장)",www.incheonutd.com,https://www.incheonutd.com/main/index.php,0328805500,0324231509,스포츠 클럽 운영업,2003-08-01,12월,00463582
주식회사 코셈  정보 더보기  rss,"COXEM CO., LTD",코셈,360350,이준희,코스닥시장,160111-0226195,314-81-90680,대전광역시 유성구 테크노2로 199,www.coxem.com,,042-861-1685,042-361-1689,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2007-06-13,12월,01493793
한국항공우주산업(주)  정보 더보기  rss,"KOREA AEROSPACE INDUSTRIES, LTD.",한국항공우주,047810,강구영  정보 더보기,유가증권시장,110111-1827570,110-81-42397,경상남도 사천시 사남면 공단1로 78 한국항공우주산업,www.koreaaero.com,,055-851-1000,055-851-9049,"유인 항공기, 항공우주선 및 보조장치 제조업",1999-10-01,12월,00309503
갤럭시게이트주식회사  정보 더보기,"GALAXY GATE CO.,LTD",갤럭시게이트,,홍문철  정보 더보기,기타법인,110111-1721178,214-86-34312,"서울특별시 강남구 테헤란로 327 1308호(역삼동, 빅토리아오피스텔)",galaxygate.co.kr,,025013956,025013363,통신 판매업,1999-06-24,12월,00334040
(주)씨에스에이코스믹  정보 더보기  rss,"CSA COSMIC CO., LTD.",CSA 코스믹,083660,"오영철, 조성아 (공동대표)  정보 더보기",코스닥시장,110111-0657499,206-81-47219,서울특별시 강남구 언주로 726 두산빌딩 14층,www.csacosmic.com,,02-6203-5370,0262030155,기타 화학제품 제조업,1989-11-07,12월,00406037
(주)컨텍  정보 더보기  rss,"CONTEC Co.,Ltd",컨텍,451760,이성희,코스닥시장,160111-0387525,318-81-06471,대전광역시 유성구 지족로148번길 5-34(지족동),kr.contec.kr/,,042-863-4523,042-863-4524,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2015-01-05,12월,01685251
쿠쿠홀딩스(주)  정보 더보기  rss,"Cuckoo Holdings Co.,Ltd",쿠쿠홀딩스,192400,구본학  정보 더보기,유가증권시장,184511-0000634,621-81-02895,경상남도 양산시 유산공단2길 14(교동),www.cuckoo.co.kr,,055-380-0734,0553890709,기타 금융업,1978-11-15,12월,00132354
주식회사 그린리소스  rss,"Green Resource Co.,Ltd",그린리소스,402490,"이종수, 이종범(공동대표이사)  정보 더보기",코스닥시장,161511-0128011,312-86-26173,인천광역시 서구 파랑로 470 (주)그린리소스,www.greenresource.kr,,0325726939,032-572-6940,반도체 제조업,2011-04-06,12월,01370863
(주)이노와이어리스  rss,"InnoWirelessCo.,Ltd.",이노와이어리스,073490,곽영수  정보 더보기,코스닥시장,110111-2078073,120-86-12537,경기도 성남시 분당구 서현로 190-,www.innowireless.co.kr,,031-788-4600,031-705-0712,방송 및 무선 통신장비 제조업,2000-09-27,12월,00462121
(주)파인테크닉스  정보 더보기  rss,"FINE TECHNIX CO., LTD",파인테크닉스,106240,김근우  정보 더보기,코스닥시장,134111-0173489,123-86-16212,경기도 안양시 만안구 덕천로 38 (주)파인테크닉스,www.finetechnix.com,,031-463-8888,031-463-8898,전구 및 조명장치 제조업,2009-01-01,12월,00755739
(주)나라소프트  rss,"NARASOFT Co.,Ltd.",나라소프트,288490,김호상,코넥스시장,110111-2669369,214-87-27142,서울특별시 서초구 논현로 131 라닉스빌딩 3층(양재동),www.narasoft.com,,02-3487-7988,,소프트웨어 개발 및 공급업,2002-12-09,12월,01267550
(주)원림  정보 더보기  rss,WONLIM CORPORATION,원림,005820,신성엽  정보 더보기,유가증권시장,110111-0095152,119-81-01618,서울특별시 서초구 남부순환로 2495 원림빌딩 9층,www.wonlim.co.kr,,02-523-9236,02-581-6543,직물포대 제조업,1968-10-28,12월,00143794
코오롱글로벌(주)  정보 더보기  rss,"KolonGlobalCorporation CO.,LTD",코오롱글로벌,003070,김정일  정보 더보기,유가증권시장,110111-0036502,120-81-50012,경기도 과천시 코오롱로 11 코오롱타워,www.kolonglobal.com,,032-420-9111,032-420-9969,도로 건설업,1960-12-28,12월,00152880
주식회사 이매진  정보 더보기,"IMAGENE Co., Ltd.",이매진,,우영순  정보 더보기,기타법인,110111-1490020,108-81-16256,"경기도 용인시 처인구 포곡읍 백옥대로 1952 (삼계리, 경방)",www.imagene.co.kr,www.imagene.co.kr,02-2638-6215,02-2638-6221,기초 의약 물질 제조업,1997-12-01,12월,00265290
완도전복(주)  정보 더보기,"WANDO ABALONE LTD.,CO",완도전복,,이유성  정보 더보기,기타법인,206011-0005843,415-81-30592,전라남도 완도군 완도읍 농공단지8길 11 (죽청리),www.wakorea.kr,,061-555-3600,061-555-3610,도매 및 상품 중개업,2009-03-26,12월,00753573
엘에스일렉트릭 주식회사  정보 더보기  rss,"LS ELECTRIC CO., LTD",엘에스일렉트릭,010120,"구자균, 김동현  정보 더보기",유가증권시장,110111-0520076,116-81-19273,경기도 안양시 동안구 엘에스로 127 LS타워,www.ls-electric.com,,02-2034-4184,02-2034-4260,"전기회로 개폐, 보호장치 제조업",1974-07-24,12월,00105855
주식회사 청담글로벌  rss,"CHUNGDAMGLOBAL Co., Ltd.",청담글로벌,362320,최석주,코스닥시장,120111-0905317,678-81-01062,서울특별시 마포구 동교로23길 32-21 석정빌딩 4층,www.chungdamgroup.com/,,032-721-8211,032-721-8227,화장품 및 화장용품 도매업,2017-11-14,12월,01534577
미주제강(주),MijuSteelMfg,미주제강,002670,윤해관  정보 더보기,기타법인,120111-0000711,131-81-08590,경상북도 포항시 남구 철강산단로 204 (장흥동),www.mijusteel.co.kr,,054-278-5355,054-278-5511,열간 압연 및 압출 제품 제조업,1959-05-18,12월,00115472
KG스틸(주)  정보 더보기  rss,"KG DONGBUSTEEL CO., LTD.",KG스틸,016380,박성희  정보 더보기,유가증권시장,110111-0393308,120-81-42676,"서울특별시 중구 통일로 92 케이지타워 서울 중구 순화동 1-170, 케이지타워, 5층",kg-steel.co.kr,,02-3450-8114,02)3450-8086,냉간 압연 및 압출 제품 제조업,1982-10-27,12월,00115676
(주)내일신문,naeilshinmoon,내일신문,,장명국 문진헌  정보 더보기,기타법인,110111-0951338,111-81-19851,"서울특별시 종로구 새문안로3길 3 (신문로1가, 내일신문)",www.naeil.com,,02-2287-2312,02-2287-2310,신문 발행업,1993-06-21,12월,00368515
(주)신도기연  정보 더보기  rss,"Shindo Eng. Lab., Ltd.",신도기연,290520,박웅기,코스닥시장,121111-0078395,130-81-72842,경기도 시흥시 마유로238번길 21,www.lcd.co.kr,,031-434-5088,0507-891-5699,디스플레이 제조용 기계 제조업,2000-08-03,12월,00961570
(주)포스코퓨처엠  정보 더보기  rss,"POSCO FUTURE M CO., LTD.",포스코퓨처엠,003670,유병옥  정보 더보기,유가증권시장,174611-0001947,506-81-01452,경상북도 포항시 남구 신항로 110,www.poscofuturem.com,,(054) 290-0114,054-292-7601,일차전지 및 이차전지 제조업,1971-05-13,12월,00155276
(주)서광  정보 더보기,SuKwang Corporation,서광,,기경도  정보 더보기,기타법인,110111-0041949,119-81-01035,경기도 이천시 서이천로320번길 165,www.sukwang.co.kr,,02-819-8205,02-861-3068,남자용 겉옷 제조업,1961-10-06,12월,00130152
롯데칠성음료(주)  정보 더보기  rss,"LOTTE CHILSUNG BEVERAGE CO.,LTD",롯데칠성음료,005300,"신동빈, 박윤기  정보 더보기",유가증권시장,110111-0003684,214-81-07770,서울특별시 서초구 서초대로70길 15,company.lottechilsung.co.kr,https://company.lottechilsung.co.kr/kor/invest/irreport/list.do,02-3479-9114,02-535-8619,기타 비알코올 음료 제조업,1967-11-29,12월,00120571
(주)우리은행  정보 더보기,Woori Bank,우리은행,000030,정진완  정보 더보기,기타법인,110111-0023393,201-81-02819,서울특별시 중구 소공로 51,www.wooribank.com,,02-2002-3000,0505-001-6719,국내은행,1899-01-30,12월,00254045
유진기업인수목적10호 주식회사  rss,EUGENE SPECIAL PURPOSE ACQUISITION 10 COMPANY,유진스팩10호,468760,김동진,코스닥시장,110111-8744488,585-88-02958,서울특별시 영등포구 국제금융로 24,,,02-368-6352,,"증권 발행, 관리, 보관 및 거래 지원 서비스업",2023-09-14,12월,01787072
주식회사 샤페론  정보 더보기  rss,Shaperon Inc.,샤페론,378800,성승용  정보 더보기,코스닥시장,110111-3977050,101-86-42705,서울특별시 강남구 자곡로 174-10 강남에이스타워 606호(자곡동),shaperon.com,,02-6083-8315,02-6083-8318,기초 의약 물질 제조업,2008-10-01,12월,01387164
에스엠화진 주식회사  정보 더보기,"SM HWAJIN Co., Ltd.",에스엠화진,134780,오태규  정보 더보기,기타법인,174711-0002646,505-81-20567,"경상북도 영천시 도남공단길 16 (도남동, 화진)",www.hwajin-corp.com,,054-335-9655,054-330-9655,자동차 신품 부품 제조업,1992-04-29,12월,00238977
(주)엘리비젼  rss,"Elivision Co., Ltd.",엘리비젼,276240,안덕근,코넥스시장,120111-0336596,121-81-65390,인천광역시 연수구 하모니로 230정호ENC 3층,www.elivision.com/,,032-576-3050,032-235-8686,비디오 및 기타 영상기기 제조업,2004-01-27,12월,01119651
한국가스공사(주)  정보 더보기  rss,KoreaGasCorporation,한국가스공사,036460,최연혜  정보 더보기,유가증권시장,114671-0006125,120-82-00557,대구광역시 동구 첨단로 120-,www.kogas.or.kr,,053-670-0114,031-710-0398,연료용 가스 제조 및 배관공급업,1983-08-18,12월,00261285
(주)켐포트,chemport INC,켐포트,,김영주,기타법인,160111-0126783,314-81-45832,"전라남도 나주시 동수농공단지길 30-5 (동수동, 전라남도생물산업진흥재단식품산업연구센터)",www.chemport.co.kr,,02-3439-2370,02-3439-2266,기초 의약 물질 제조업,2001-10-27,12월,00660732
(주)대구시민프로축구단,Daegu Football Club,대구시민프로축구단,,조광래  정보 더보기,기타법인,170111-0234386,502-81-67049,대구광역시 수성구 유니버시아드로 180 대구스타디움내,www.daegufc.co.kr,,053-256-2003,053-756-9199,스포츠 클럽 운영업,2002-10-16,12월,00427137
(주)코오롱  정보 더보기  rss,KOLON CORPORATION,코오롱,002020,"안병덕, 이규호  정보 더보기",유가증권시장,110111-0030528,202-81-44660,경기 과천시 별양동 1-23 코오롱타워,www.kolon.com,,02-3677-3114,3677-3099,지주회사,1957-04-12,12월,00152862
주식회사 아스트로젠,"Astrogen Co.,Ltd.",아스트로젠,,황수경,기타법인,170111-0649840,470-87-00684,대구광역시 북구 경대로17길 47 (복현동) 테크노빌딩 313호,www.astrogen.co.kr/,,053-254-8850,053-254-8851,의학 및 약학 연구개발업,2017-08-20,12월,01324165
아시아나항공(주)  정보 더보기  rss,Asiana Airlines Inc.,아시아나항공,020560,송보영  정보 더보기,유가증권시장,110111-0562804,104-81-17480,서울특별시 강서구 오정로 443-83,www.flyasiana.com,,02-2669-3114,02-2127-8260,항공 여객 운송업,1988-02-17,12월,00138792
